"Reporting year","Provider country/institution - code","Provider country/institution - name","Provider agency","Provider project number","TOSSD ID Number","TOSSD recipient - code","TOSSD recipient - name",Region,"Project title",Description,"External link","SDG focus","SDG goal level explanation",Keywords,"Sector category - code","Sector category - name","Purpose code","Purpose name",ISICcode,"ISIC name","ISIC lvl","ISIC description letter lvl","Channel category - code","Channel category - name","Other Partners","Channel - code","Channel - name",Channel,"Modality - code","Modality - name","Financial instrument - code","Financial instrument - name","Financing arrangement - code","Financing arrangement - name","Framework of collaboration - code","Framework of collaboration - name","TOSSD pillar","TOSSD sub-pillar","Amount committed (USD thousand)","Deflated Amount committed (USD thousand)","Amount disbursed (USD thousand)","Deflated amount disbursed (USD thousand)","Reflows to the provider (USD thousand)","Deflated reflows to the provider (USD thousand)","Amount mobilised  (USD thousand)","Deflated amount mobilised  (USD thousand)","Salary cost (PPPs)",Concessionality,"Maturity (in months)","Leveraging mechanism","Origin of the funds mobilised","Source name"
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-T1206&ATN/OC-16894-CH,2021000765,434,Chile,"South America","Strengthening the Strategic Management of Public Security in Chile","The main objective of this TC is to strengthen capacities and generate policy management instruments that lay the foundations for advancing reforms that seek to strengthen the prevention and control of crime. Specifically, it will seek to carry out the diagnostics, pilots and strategies necessary to (i) modernize and specialize the police (Carabineros and Investigative Police) (ii) strengthen the capacities of strategic analysis and use of information and Cybersecurity for the prevention of crime, and (iii) articulate, strengthen and evaluate crime prevention strategies.",https://www.iadb.org/en/project/CH-T1206,,,,150,"Government & Civil Society",15110,"Public sector policy and administrative management",8411,"General public administration activities",O,"Public administration and defence; compulsory social security",46000,,,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","INTER-AMERICAN DEVELOPMENT BANK",C01,Projects,110,"Standard grant",,,,,1,1,0,0,18.81266,19.31557042894,0,0,0,0,0,,,,,TOSSD
2021,909,"Inter-American Development Bank Group","Gender and Diversity Multidonor Fund",CH-T1198&ATN/MG-17096-CH,2021000764,434,Chile,"South America","Support to Indigenous Governance and entrepreneurship","Provide technical assistance to the Government of Chile and to the communities and associations of indigenous peoples to mitigate the effects of climate change and limit investment, thus affecting productivity in indigenous territories. This is consistent and complements the objective of the Indigenous Development and Promotion Program (CH-L1105, 3693/OC-CH).",https://www.iadb.org/en/project/CH-T1198,5,,,150,"Government & Civil Society",15160,"Human rights",9499,"Activities of other membership organizations n.e.c.",S,"Other service activities",46000,,,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","INTER-AMERICAN DEVELOPMENT BANK",C01,Projects,110,"Standard grant",,,,,1,1,0,0,64.08893,65.802190712553,0,0,0,0,0,,,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-T1198&ATN/OC-17095-CH,2021000763,434,Chile,"South America","Support to Indigenous Governance and entrepreneurship","Provide technical assistance to the Government of Chile and to the communities and associations of indigenous peoples to mitigate the effects of climate change and limit investment, thus affecting productivity in indigenous territories. This is consistent and complements the objective of the Indigenous Development and Promotion Program (CH-L1105, 3693/OC-CH).",https://www.iadb.org/en/project/CH-T1198,5,,,150,"Government & Civil Society",15160,"Human rights",9499,"Activities of other membership organizations n.e.c.",S,"Other service activities",46000,,,46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","INTER-AMERICAN DEVELOPMENT BANK",C01,Projects,110,"Standard grant",,,,,1,1,0,0,86.3285,88.636281194407,0,0,0,0,0,,,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-T1191&ATN/OC-16218-CH,2021000761,434,Chile,"South America","Strengthening institutional capacity for decision making and the design, evaluation and monitoring of public policies applying advanced analytical techniques based on big data","Fortalecer las capacidades institucionales de las entidades pÃºblicas, especificamente el capital humano y la gestión estratÃ©gica de la información, en sectores estratÃ©gicos de desarrollo donde la toma de decisiones sobre la base de evidencia es crítica para la implementación de políticas pÃºblicas exitosas. Así, dichas entidades podrÃ¡n implementar anÃ¡lisis avanzados con datos masivos que contribuyan a: (i) mejorar la toma de decisiones y elaboración de políticas pÃºblicas sectoriales en base a evidencia; (ii) desarrollar diagnósticos comunes a nivel país; y, (iii) fomentar la colaboración entre agencias de gobierno para desarrollar políticas multisectoriales de forma sustentable en el tiempo.",https://www.iadb.org/en/project/CH-T1191,,,,150,"Government & Civil Society",15110,"Public sector policy and administrative management",8411,"General public administration activities",O,"Public administration and defence; compulsory social security",51000,,,51000,"University, college or other teaching institution, research institute or think-tank","UNIVERSIDAD DE CHILE",C01,Projects,110,"Standard grant",,,,,1,1,0,0,18.29383,18.782870778511,0,0,0,0,0,,,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-L1160&5302/OC-CH,2021000753,434,Chile,"South America","Program to Support Social Equity and Fiscal Sustainability II","The programÂ´s general objetive is to improve social equity and fiscal sustainability in Chile.",https://www.iadb.org/en/project/CH-L1160,5;3;16.6;10.4;10.2;1.4,,#ADAPTATION|#MITIGATION,150,"Government & Civil Society",15111,"Public finance management (PFM)",8411,"General public administration activities",O,"Public administration and defence; compulsory social security",12000,,,12001,"Central Government","MINISTERIO DE HACIENDA",A00,"Budget support",421,"Standard loan",,,,,1,1,500000,513366.27645799,500000,513366.27645799,0,0,0,0,0,1,,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-L1157&5298/OC-CH,2021000751,434,Chile,"South America","Support for Strengthening Chile's Integrity and Transparency Systems","Contribute to the efforts of the Government of Chile to continue in the process of strengthening and consolidating the legal and institutional framework for the prevention and control of corruption, and promoting transparency (reliable institutionality); by executing a set of legislative and administrative measures aimed at deepening the standards of probity and transparency of public sector institutions; and to promote them in the private sector.",https://www.iadb.org/en/project/CH-L1157,5;17;16,,,150,"Government & Civil Society",15113,"Anti-corruption organisations and institutions",8411,"General public administration activities",O,"Public administration and defence; compulsory social security",12000,,,12001,"Central Government","MINISTERIO DE HACIENDA",A00,"Budget support",421,"Standard loan",,,,,1,1,50000,51336.627645799,0,0,0,0,0,0,0,1,,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-L1142&4891/OC-CH,2021000748,434,Chile,"South America","Program to Strengthen the Strategic Management of Public Security in Chile","The program's general objective is to help reduce violent robberies and improve Chile's capacity tomanage cyber incidents and cybercrimes. Its specific objectives are to: (i) improve police capacity to prevent and investigate violentrobberies in the Santiago metropolitan region; (ii) reduce antisocial and criminal behavior among young people (ages 10 through 17) inprioritized municipalities of the Santiago metropolitan region; and (iii) improve the capacity of the Ministry of the Interior and Public Securityto manage cyber incidents.",https://www.iadb.org/en/project/CH-L1142,,,,150,"Government & Civil Society",15210,"Security system management and reform",8422,"Defence activities",O,"Public administration and defence; compulsory social security",12000,,,12001,"Central Government","MINISTERIO DEL INTERIOR Y SEGURIDAD PUBLICA",C01,Projects,421,"Standard loan",,,,,1,1,0,0,2679.549,2751.1801854334,0,0,0,0,0,1,26,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-L1085&3298/OC-CH,2021000745,434,Chile,"South America","Improvement Program Governance and Citizen Services","The objective of the program is to increase the effectiveness and efficiency of the services the state provides citizens, through better design, regulation and delivery. As impact is expected to collaborate with the improvement of citizens' satisfaction with services.",https://www.iadb.org/en/project/CH-L1085,,,,150,"Government & Civil Society",15110,"Public sector policy and administrative management",8411,"General public administration activities",O,"Public administration and defence; compulsory social security",12000,,,12001,"Central Government","SUBSECRETARIA DE HACIENDA",C01,Projects,421,"Standard loan",,,,,1,1,0,0,0,0,1971.63576,2024.3426172852,0,0,0,1,80,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-L1018&1828/OC-CH,2021000739,434,Chile,"South America","Support Subnational Governance in Chile (CCLIP)","The objective of the operation is to deepen the decentralization process, thereby giving more atributions and competencies to the subnational level, both at the regional and the municipal levels.",https://www.iadb.org/en/project/CH-L1018,,,,150,"Government & Civil Society",15112,"Decentralisation and support to subnational government",8411,"General public administration activities",O,"Public administration and defence; compulsory social security",12000,,,12001,"Central Government","SUBSECRETARÃA DE DESARROLLO REGIONALÂ ",C01,Projects,421,"Standard loan",,,,,1,1,0,0,0,0,2741.22871,2814.5087515449,0,0,0,1,91,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-L1014&1784/OC-CH,2021000738,434,Chile,"South America","Integrated Development Indigenous Peoples, Phase II","To improve the living conditions and promote development with identity of the aymara, atacameÃ±o, mapuche and quechua peoples",https://www.iadb.org/en/project/CH-L1014,,,,150,"Government & Civil Society",15160,"Human rights",9499,"Activities of other membership organizations n.e.c.",S,"Other service activities",12000,,,12001,"Central Government","CORPORACIÃN NACIONAL DE DESARROLLO INDÃGENA",C01,Projects,421,"Standard loan",,,,,1,1,0,0,0,0,4037.48137,4145.4135543708,0,0,0,1,58,,,TOSSD
2021,909,"Inter-American Development Bank Group","Inter-American Development Bank Group",CH-L1011&1625/OC-CH,2021000737,434,Chile,"South America","Strengthening Support Program for Parliamentary Functions","The overall objective of the program is to help improve the operation of the Chilean Parliament by developing the Library of Congress of Chile and to promote a closer relationship between Congress and the Chilean people. The specific objectives, in the context of the comprehensive transformation to which the BCN is committed, are: (i) to develop and implement a management strategy that brings the BCN's internal organization and capabilities into line with its institutional vision; (ii) to build the information technology (IT) architecture needed to provide IT services; (iii) to redefine the support and advisory services for the legislature; and (iv) to help solidify the relationship between Congress and the Chilean people.The program's structure consists of four components: (i) strengthening of the management capacity of the Library of Congress; (ii) modernization of the IT architecture and website; (iii) innovation in the advisory services to support the parliamentary function; and (iv) strengthening of the relationship between Congress and the Chilean people.The restructuring process seeks to develop skills at the BCN to coordinate efforts that will make it possible to address topics that may be of interest to members of Parliament, the legislative community, or the public (demand), whether this is because they are recurring on the legislative agenda (e.g., foreign trade, regulation of utilities), because they are issues on the national agenda (e.g., income distribution, human rights, ethics, environmental regulations), or because they are innovative issues relevant throughout the world about which it is deemed necessary to promote awareness and discussion in the country (e.g., biotechnology, cloning)-all from the perspective of the impact on national coexistence. During formulation a primary survey of the demand for the project was conducted through interviews with members of Parliament and research institutions of the legislative community, the gathering of relevant documents and opinions from members of the BCN, and as part of the Logical Framework Workshop.",https://www.iadb.org/en/project/CH-L1011,,,,150,"Government & Civil Society",15110,"Public sector policy and administrative management",8411,"General public administration activities",O,"Public administration and defence; compulsory social security",12000,,,12001,"Central Government","BIBLIOTECA DEL CONGRESO NACIONAL",C01,Projects,421,"Standard loan",,,,,1,1,0,0,0,0,237.74206,244.0975121993,0,0,0,1,61,,,TOSSD
